date,content,likes,retweets,replies
2024-11-04 03:51:00+00:00,"Tomorrow.

📍Atlanta
📍Detroit
📍Las Vegas
📍Milwaukee
📍Philadelphia
📍Phoenix
📍Raleigh
📍Pittsburgh

RSVP: https://t.co/2BlpVviayX",52254,7424,3223
2024-11-04 02:42:16+00:00,Experts agree: My economic plan will strengthen America’s economy. Trump's will hurt it. https://t.co/Kc5IH6J9wg,16205,3324,6250
2024-11-04 01:40:00+00:00,"In this election, we need to remind our neighbors and friends that their vote is their voice, and their voice is their power. 

Don’t let anybody take your power from you. 
https://t.co/ZaRpcqNdUT",5535,1394,2091
2024-11-04 01:08:16+00:00,The Michigan “I Voted” sticker is interesting. Go vote today and get your own. https://t.co/wUL94tawaL,120086,5965,2152
2024-11-04 00:40:05+00:00,"Don’t wake up the morning after the Election wishing you had done more in this fight for a brighter future.  

I am counting on you to talk to voters and help us win this election. Take action:  https://t.co/fI8FyHWp46 https://t.co/8VxhjtyyLt",6585,1906,1849
2024-11-04 00:13:16+00:00,"When we fight, we win. https://t.co/mrOgMaKkHC",25577,4234,2829
2024-11-03 23:55:38+00:00,"Momentum is on our side, so let's continue to organize, energize, mobilize, and make our voices heard.
https://t.co/Rc0ADVl2jz",37931,7129,3765
2024-11-03 22:29:34+00:00,"America, the election is almost here. Here’s what to expect when polls close:

The margins are going to be close, but our campaign is on track to win this election. Americans all across the country are casting their votes in record numbers, ready to turn the page.

It will take time to count every vote, and there may be swings in the count along the way. Donald Trump falsely claimed victory in 2020, and we expect that he will do it again. We know that he is a liar—but the ballots will tell the truth. Stay patient, and know that every vote will be counted fairly. 

America’s election system is strong—and it will not be interfered with by partisan actors. Our legal operation is ready to fight to protect every vote and make sure every last one is counted. Your vote is your voice, so get out and make yours heard: https://t.co/au6egSRhU8.

Together, we are going to win this election, and chart a new way forward.",20966,5524,3345
2024-11-03 22:26:31+00:00,"Only 2 more days to turn the page and cast your vote for a new way forward.  

I am in East Lansing, Michigan to rally voters to make their voices heard.  https://t.co/fom2VVNCFT",19136,3933,3587
2024-11-03 22:01:05+00:00,"I will legalize recreational marijuana, break down unjust legal barriers, and create opportunities for all Americans to succeed in this new industry. https://t.co/MuzCIpr3oP",126927,15531,15530
2024-11-03 21:33:16+00:00,"Georgia, every single vote makes a difference. 

Make sure your voice is heard: https://t.co/VbrfuqVy9P https://t.co/6fUos05xOj",8371,2091,1481
2024-11-03 21:08:30+00:00,"Throughout this campaign, I have seen the best of America. I have also seen what is holding you back and weighing you down: High costs, fundamental freedoms taken away, and politics driven by fear and division.

You deserve better. https://t.co/EePqRtKB4r",11085,2852,3041
2024-11-03 21:08:34+00:00,"Together we will build a brighter future for our nation—where we stand for freedom, justice, and the dignity of work.

We haven’t yet reached all of those ideals, but we will die trying because we love our country. https://t.co/g89wE0nv9k",2128,392,422
2024-11-03 21:08:35+00:00,"Now the baton is in our hands.

I pledge to seek common sense solutions to make your life better, and I pledge to be a president for all Americans. https://t.co/GXkv4nFyEL",2132,414,493
2024-11-03 20:18:26+00:00,"Let’s get to work and win this election, shall we? 

https://t.co/ZaRpcqNdUT https://t.co/OuQJc0m72a",9672,2157,1764
2024-11-03 20:01:36+00:00,"Faith combined with action gives us power to move past division and fear. 

We have two days until we decide the fate of our nation.

Now is the time to act: https://t.co/hgrnsUe1W0 https://t.co/KkGpKYCkJ4",8206,2205,2636
2024-11-03 19:30:07+00:00,"I will expand the startup tax deduction tenfold to $50,000 so aspiring entrepreneurs and small business owners have the capital and security to get their dreams off the ground. https://t.co/4U8bbRiWk3",5321,1401,2516
2024-11-03 18:55:36+00:00,"Election Day is Tuesday, November 5. 

Your voice is your vote, and your vote is your power.

I voted by mail. Make your own plan to vote by heading to https://t.co/VbrfuqVy9P. https://t.co/p6ifemADQy",38296,8113,4179
2024-11-03 18:00:55+00:00,"We are fighting for the future—and when we fight, we win.  

Thank you for the warm welcome, Arizona. https://t.co/lXERR5Fssn",10957,2560,2234
2024-11-03 17:37:05+00:00,"Text VOTE to 30330 for information on how to cast your ballot. When we vote, we win. https://t.co/Psh7zPXZxl",7154,1621,1730
2024-11-03 15:21:13+00:00,"November 5 is Election Day. 

Let’s turn the page on Donald Trump. https://t.co/jd8DDI4NRP",31973,7450,4599
2024-11-03 15:02:00+00:00,"Two days until Election Day. 

Remember that your vote is your voice, and your voice is your power. Make sure that you are heard.",57706,8311,4756
2024-11-03 14:32:05+00:00,I will lower the cost of everyday essentials for families and pass the first-ever ban on corporate price gouging on food and groceries. https://t.co/jA4zkMGbrq,18700,4135,10866
2024-11-03 14:01:20+00:00,"On behalf of our children, grandchildren, and all of those who have sacrificed for our freedom—let’s write the next great chapter in the most extraordinary story ever told. 

https://t.co/VbrfuqVy9P https://t.co/ADIXsFEwBl",19713,6178,3871
2024-11-03 13:30:03+00:00,"Help get the word out to your neighbors, friends, and family members and remind them what is at stake in this election.
https://t.co/ZaRpcqNdUT",4991,1352,1828
2024-11-03 12:30:07+00:00,"America, we need you. Step up, make a plan, and vote. https://t.co/VbrfuqVy9P https://t.co/z23T6lZPb6",38191,6921,4960
2024-11-03 03:52:17+00:00,"Live from New York, it's Saturday night.
https://t.co/qQ2IJdqqFA",281661,37306,9439
2024-11-03 02:30:22+00:00,"For the people, always. https://t.co/zQOicIAgqG",33199,5003,3645
2024-11-03 01:30:07+00:00,"We know having a child is expensive.

As president, I will expand the Child Tax Credit to $6,000 for the first year of a child's life—helping families buy things like a car seat, clothes, or crib. https://t.co/thjHMKi3VL",9140,2234,3377
2024-11-03 00:54:20+00:00,Trump is unhinged. https://t.co/Jfsod7l0xN,14835,2977,3856
2024-11-02 23:10:00+00:00,"In the global struggle between tyranny and democracy, the President of the United States must always be on the side of freedom.",25210,4838,6631
2024-11-02 23:00:12+00:00,"When Congress passes a law to restore reproductive freedom, as president, I will proudly sign it into law. https://t.co/Tr3Y25jphU",10431,2431,3060
2024-11-02 22:30:00+00:00,"Donald Trump is weak. 

He seeks flattery from dictators: Weak.
He has demeaned America's military: Weak.
He has called for terminating the Constitution: Weak.",78172,10583,14624
2024-11-02 22:07:21+00:00,"I trust the women of America to make decisions about their own bodies.  

Trump does not. https://t.co/hV3ANNSOyI",12051,2664,3620
2024-11-02 21:55:05+00:00,"I was attorney general of a border state. Strengthening our border is not new to me. 

As president, I will sign the bipartisan border security bill that will add 1,500 border agents, stem the flow of fentanyl, and secure our border. https://t.co/0kBTFkNyU1",7527,2095,6090
2024-11-02 21:40:21+00:00,"Michigan, let’s get out and vote for a brighter future: https://t.co/VbrfuqVy9P https://t.co/G0FxZxyu7b",7771,1758,1449
2024-11-02 21:13:17+00:00,"We can turn the page on a decade of Donald Trump trying to keep us divided and afraid of each other. 

That's not who we are, and we're done with it.
https://t.co/cwZAAktskk",24471,5132,5564
2024-11-02 20:40:00+00:00,"My economic plan taps into the aspirations of the American people. 

We will bring down the cost of housing by building three million new homes and giving first-time home buyers $25,000 in down payment assistance so they can get their foot in the door.",6428,1441,2503
2024-11-02 20:00:13+00:00,"I will cut taxes for more than 100 million Americans to support working and middle-class families.

I come from the middle class, and I will never forget where I come from. https://t.co/sCowr4scn0",6556,1699,3428
2024-11-02 19:28:51+00:00,"Atlanta, we are the promise of America. 

Let's get out there and vote. https://t.co/OhhFyVfoc4",19199,3521,2495
2024-11-02 19:06:05+00:00,"I love you, Georgia. https://t.co/xnQLB0ZPJY",242556,15860,10690
2024-11-02 18:19:36+00:00,"Your vote is your voice, and your voice is your power.
 
I am in Charlotte, North Carolina for a When We Vote, We Win Rally. Watch now. https://t.co/e1Mb9DzsSk",15251,3529,3037
2024-11-02 17:02:29+00:00,"I’m asking for your vote because as president, I will get up every day and fight for the American people. https://t.co/lp4bj90zvn",51354,11330,13217
2024-11-02 16:57:40+00:00,"With your help, we will win the fight for the promise of America.

I am in Atlanta, Georgia for a When We Vote, We Win Rally. Watch now. https://t.co/E2IWPmIgdj",10381,2343,1901
2024-11-02 16:50:27+00:00,"There's still time to make a plan to vote. Thank you for your support and for spreading the word, @IAmCardiB. https://t.co/liXnCLUouQ",40579,5933,7508
2024-11-02 15:02:36+00:00,"I will be a president for all Americans. 

Together, we win: https://t.co/ZaRpcqNdUT https://t.co/tUnvH79jhm",12934,2889,3579
2024-11-02 14:28:00+00:00,People say Donald Trump is a great businessman but just look at his record: He was handed $400 million on a silver platter and filed for bankruptcy six times.,65810,9631,13182
2024-11-02 14:00:37+00:00,"Mark, thanks for getting out the vote for your Auntie Kamala. https://t.co/NDBJn82P66",38643,4476,2703
2024-11-02 13:30:05+00:00,"Donald Trump’s stance on reproductive freedom is clear. 

He’s “proud” of overturning Roe v. Wade. And if given the chance, he will ban abortion nationwide. 

We cannot let him win.",11764,2418,4030
2024-11-02 13:02:21+00:00,"Our nation’s housing supply is too low, and your rent is too high. 

My plan will fix it. I’ll work to cut red tape to build more homes and crack down on corporate landlords. https://t.co/WUGKoMvtlk",14389,3356,6755
2024-11-02 12:20:05+00:00,"Three days—your voice matters, and your vote can make a difference. https://t.co/VbrfuqVy9P https://t.co/NPmxWyhi9Q",32047,4889,3234
2024-11-02 11:55:05+00:00,"I pledge to be a president for all Americans. Let's get to work and not be afraid of having a little joy. 

https://t.co/ZaRpcqNdUT https://t.co/coKNfj0pkY",17442,3490,3211
2024-11-02 11:00:48+00:00,"Three days until Election Day.

Now is the time to check—do you know where your polling place is? Go to https://t.co/VbrfuqVy9P to find out.",6853,1614,1457
2024-11-02 04:00:07+00:00,I will be a president for all Americans. https://t.co/XkUNt572lI,400579,36418,25196
2024-11-02 03:44:00+00:00,"Donald Trump tried to cut Medicare and Social Security every year he was president. 

I believe that when people have worked hard their entire life, they deserve to retire with the benefits they have earned.",21652,5790,4145
2024-11-02 03:27:15+00:00,"It's either Donald Trump walking into the Oval Office with his enemies list, or me with my to-do list. And I'm a hard worker. https://t.co/o5z4R12REJ",38031,7187,11188
2024-11-02 03:23:20+00:00,"Thank you, Adrien and @IAmCardiB, for joining me in Milwaukee. https://t.co/SghmKMm7Y9",35466,4027,2935
2024-11-02 00:58:00+00:00,"We know who Donald Trump would target during his second term:

–Journalists whose stories he doesn’t like
–Election officials who refuse to cheat by finding extra votes for him
–Judges who insist on following the law instead of bending to his will",13009,3195,4956
2024-11-02 00:44:53+00:00,"I'm asking for your vote, and here is my pledge to you: https://t.co/cLJ3LVCWc5",36458,7268,5430
2024-11-02 00:32:28+00:00,"I'm in Milwaukee, Wisconsin getting voters fired up. Guest speakers @iamCardiB and @KeeganMKey ft. performances by @_FloMilli, @Glotheofficial, &amp; @MCLyte. https://t.co/HKuTMMBuFH",17044,3516,2627
2024-11-01 23:55:16+00:00,"Wisconsin, thank you for making your voices heard.

Join them: https://t.co/VbrfuqVy9P https://t.co/sH57erJvkY",13132,2369,1712
2024-11-01 22:50:26+00:00,Congratulations @Dodgers! https://t.co/UgsZcSjzk5,46877,5174,3548
2024-11-01 22:35:27+00:00,"Homeownership is out of reach for too many Americans. 

I will cut housing costs by working with the private sector to cut red tape and build 3 million homes, providing first-time homebuyers $25,000 in down payment assistance, and cracking down on corporate landlords. https://t.co/ckRW5NpMoO",9311,2346,4565
2024-11-01 22:34:17+00:00,Wisconsin—there are only 4 more days to get out and make your voice heard in this election. Join me in Little Chute for a community rally.  https://t.co/FvPbo3kRtF,6890,1535,990
2024-11-01 22:05:23+00:00,Donald Trump has been a union buster his entire career. https://t.co/zeWoBbzwXD,11481,2811,2061
2024-11-01 21:35:17+00:00,"Listen to @JLO: Your vote is your voice. 

Let’s get loud. https://t.co/VbrfuqVy9P https://t.co/MiAIiBGhyY",50726,8119,20171
2024-11-01 21:27:01+00:00,"When we win, we will continue to fight to expand the freedom to organize by passing the PRO Act and put an end to union busting once and for all.",6906,1229,1352
2024-11-01 21:00:30+00:00,"Donald Trump’s track record for the auto industry was a disaster. As president, he promised that the auto industry would not “lose one plant” during his term. Then six auto plants closed. 

Yet another empty promise—typical for a person that is all talk and no walk.",6197,1785,1564
2024-11-01 20:22:22+00:00,"Vice President Harris: America lost nearly 200,000 manufacturing jobs when Trump was president, starting before the pandemic. That makes Donald Trump one of the biggest losers of manufacturing jobs in American history https://t.co/NL68AtbJCC",3636,1124,550
2024-11-01 19:55:33+00:00,"His enemies list has grown longer, his rhetoric has grown more extreme, and he is entirely unfocused on the challenges facing Americans.

Donald Trump is unfit to be president.
https://t.co/AZs5blod8Z",43660,10649,9102
2024-11-01 19:44:23+00:00,"I am fighting for a future where every American has the opportunity to thrive.

Tune in to hear my speech in Janesville, Wisconsin. https://t.co/RJWYJX4Mw0",7401,1856,1643
2024-11-01 19:40:17+00:00,"I visited a Philly barber shop for a conversation about all that’s at stake in this election—especially for Black men. 

Watch our full conversation: https://t.co/zs7DIRTzfS https://t.co/SIn0Qwqz8o",8987,2366,1969
2024-11-01 19:17:02+00:00,"See you soon, Atlanta.
https://t.co/Cbx7r9jdzL",4235,907,892
2024-11-01 18:47:00+00:00,"Let’s talk about the dignity of retirement.

Social Security, Medicare, and pensions are benefits that retirees have earned. I will always fight to protect them from Donald Trump and Republican extremists who want to cut them.",15299,4514,2452
2024-11-01 18:15:24+00:00,"I see the promise of America in our children.

Let us fight for this beautiful country we love—for them. https://t.co/lkX2JfEC2j",16155,3743,3236
2024-11-01 17:45:02+00:00,"Today, more than 1 in 3 women live in a state with a Trump Abortion Ban. But he won’t stop there.

Trump’s Project 2025 agenda would ban abortion nationwide, restrict access to birth control, put IVF treatments at risk, and force states to monitor women's pregnancies.",6380,1630,3184
2024-11-01 17:00:32+00:00,"I love this country with all my heart.

And I believe in its promise—because I’ve lived it.

I grew up as a child of the Civil Rights Movement. My parents would take me to marches when I was a toddler, where crowds of people of all races, faiths, and walks of life came together for freedom and opportunity.

I’ve lived the promise of America.

I saw how hard my mother worked to give her daughters the same chances this country gave her. I was blessed to have family by blood and family by love who instilled in me the values of community, compassion, and faith that have always defined our nation at our best.

I’ve lived the promise of America. 

I’ve spent my life fighting for people who have been overlooked, but who still believe that in this country, we should all be equal in the eyes of the law.

I’ve lived the promise of America—and I see the promise of America in all of you.

In the young people voting for the first time, who are determined to live free from gun violence, protect our planet, and shape the world they inherit. In the women who refuse to accept a future without reproductive freedom and the men who support them. In Republicans who have never voted for a Democrat before but put the Constitution of the United States over party.

In Americans, different in many respects, but united by love of freedom, a belief in fairness and decency, and faith in a better future. 

That is why I’m in this race, America.",46869,8248,9703
2024-11-01 16:35:01+00:00,"Donald Trump pretends to understand workers and the battles they face every day.

Let’s not fall for the okey-doke: He was handed $400 million on a silver platter.",12159,2352,4018
2024-11-01 16:05:12+00:00,"I love our country with all my heart, and I believe in its promise because I've lived it. https://t.co/S6e6w2eBwR",13586,3402,3395
2024-11-01 15:30:09+00:00,"We have hard work ahead of us, but we know hard work is good work.

With your help this November, we will win: https://t.co/ZaRpcqNdUT.",4976,1122,1609
2024-11-01 14:20:03+00:00,"Charlotte: See you tomorrow.
https://t.co/fhmxfIFh5d",4569,1036,1420
2024-11-01 13:59:16+00:00,"4 days.

There is so much at stake in this election, and I know we are up to the challenge.

Make a plan to vote at https://t.co/VbrfuqVy9P.",11744,2354,2348
2024-11-01 13:30:44+00:00,"When we fight, we win. 

And we need you in this fight with us. Become a volunteer in our final weekend of this campaign: https://t.co/ZaRpcqNdUT https://t.co/APgaxgvrqa",9540,2265,1942
2024-11-01 12:04:05+00:00,"Election Day is in four days. 

Don't wait—make a plan to vote. We are in this together. https://t.co/VbrfuqVy9P https://t.co/YSrAmhrxpg",16376,3416,3332
2024-11-01 05:20:16+00:00,"Thank you, Nevada—and thank you, @JLo. https://t.co/WpuN3w01YT",101956,11959,13372
2024-11-01 02:25:31+00:00,"Trump Abortion Bans have had devastating consequences for women across America.

Donald Trump is the architect of this health care crisis. If elected, he will go even further to ban abortion nationwide and strip away reproductive freedom in all 50 states. https://t.co/eglE7Smdrr",11822,3109,5362
2024-11-01 02:17:04+00:00,"You have the power to decide what kind of country we live in with your vote and your voice.

I am in Las Vegas, Nevada to speak about what is at stake in this election. Guest speaker, @JLo and musical guest, @manaoficial. Tune in. https://t.co/x4lBSUB2J8",14241,3578,2589
2024-11-01 01:48:59+00:00,No. ❤️,521466,42271,6750
2024-11-01 00:56:21+00:00,Trump announces he wants to put RFK Jr. in charge of “women’s health” https://t.co/NnL6ebGGgd,8911,1685,1448
2024-11-01 01:08:17+00:00,"I am not looking to score political points. I am looking to make progress.

That is what real leaders do.",53724,6680,10957
2024-11-01 00:59:20+00:00,"One of my main priorities is to bring down the cost of living for Americans.

As president, I will fight for working families by raising the minimum wage and eliminating taxes on tips for service and hospitality workers.",8117,1740,3429
