date,content,likes,retweets,replies
2025-01-07 10:33:01+00:00,"Could what happened to the Yazidi people one day happen to Europe?

 https://t.co/TIoCJbnRos",31190,6255,3918
2025-01-07 10:24:16+00:00,"RT @RupertLowe10: Reform has committed to holding a full inquiry into the rape gang scandal if the Labour Government fails to do so.

We will do everything in our power to fight for swift and brutal justice for those responsible.",0,1889,0
2025-01-07 09:03:44+00:00,"Reform has committed to holding a full inquiry into the rape gang scandal if the Labour Government fails to do so.

We will do everything in our power to fight for swift and brutal justice for those responsible.",12957,1889,741
2025-01-07 10:22:43+00:00,"RT @visegrad24: We are hosting an “𝕏 Space” tonight to discuss the rape gangs of the UK and the shocking cover up. 

Tune today at:

12 AM PST / 3 PM ET / 8 PM UTC / 9 PM CET https://t.co/6om0PTkKOW",0,669,0
2025-01-07 09:47:07+00:00,"We are hosting an “𝕏 Space” tonight to discuss the rape gangs of the UK and the shocking cover up. 

Tune today at:

12 AM PST / 3 PM ET / 8 PM UTC / 9 PM CET https://t.co/6om0PTkKOW",3101,669,253
2025-01-07 10:22:25+00:00,💯,25524,3084,1179
2025-01-07 07:11:12+00:00,"There is nothing controversial about deporting foreign rapists.

If you think there is, then you’re part of the problem.",20433,3004,575
2025-01-07 10:17:22+00:00,More and more people around the world are choosing the red pill and leaving the matrix of lies,17370,2925,1637
2025-01-07 01:21:11+00:00,"Chamath: Progressivism Will Lose Big in 2025

@chamath laid out four examples of how progressivism can take major losses in the West this year:

🇨🇦 Canada: ""Justin Trudeau is going to lose massively to Pierre Poilievre.""
**Trudeau resigned 3 days later

🇩🇪 Germany: ""AfD looks like they will win.""

🇫🇷 France: ""If there's a deadlock and it goes into an election, more than likely Marine Le Pen is going to win.""

🇬🇧 UK: ""You see this unfolding child r*pe scandal, if all of that comes to pass, I think you're going to see the Labour government fall.""

"" So, what do all of these countries look like by the end of '25?""

""It's very much a repudiation of this class-based identity politics.""

""And I think that has enormous ripple effects all throughout the world.""

"" I think the biggest political loser for 2025 stands to be progressivism.""",4290,772,207
2025-01-07 10:12:36+00:00,Yes,9954,1529,971
2025-01-07 10:09:27+00:00,"ELON’S SIMPLE SOLUTION TO VIOLENT CRIME

“Either repeat violent offenders are incarcerated or they will keep hurting innocent people. 

It’s that simple.”

Source: @elonmusk",1099,191,185
2025-01-07 10:11:48+00:00,"RT @WallStreetApes: Elon Musk discusses George Soros with Joe Rogan

“Soros actually, he is I believe, the top contributor to the Democratic Party”

“He fundamentally hates humanity — He's doing things that erode the fabric of civilization”

“Getting DA’s elected who refuse to prosecute crime. That's part of the problem in San Francisco and LA and a bunch of other cities — If nobody chooses to enforce the law or the laws are differentially enforced, it's life changing.”",0,3210,0
2025-01-07 06:46:30+00:00,"Elon Musk discusses George Soros with Joe Rogan

“Soros actually, he is I believe, the top contributor to the Democratic Party”

“He fundamentally hates humanity — He's doing things that erode the fabric of civilization”

“Getting DA’s elected who refuse to prosecute crime. That's part of the problem in San Francisco and LA and a bunch of other cities — If nobody chooses to enforce the law or the laws are differentially enforced, it's life changing.”",13578,3210,415
2025-01-07 10:08:22+00:00,"This is the way. 

You are the media now.",16526,2152,1689
2025-01-07 07:46:24+00:00,@elonmusk Why do they even bother with the fake news media any more? Just speak direct to the voters thru X.,1624,127,124
2025-01-07 10:03:15+00:00,"Soros really was a genius at arbitrage, whether finance or politics. 

He also figured out how to take a small amount of private funding and leverage that into massive government funding. 

Brilliant.

I just wish he loved, rather than hated, humanity.",69751,17065,2849
2025-01-07 09:36:12+00:00,"🚨🇭🇺🇪🇺GEORGE SOROS, THE BILLIONAIRE BEHIND THE EU MIGRANT CRISIS

Hungarian PM Viktor Orban exposed how Soros told the EU it had to accept millions of migrants:

“Mr. George Soros published his plan in English in the Project Syndicate publication in 2015.

He said very clearly that, quoting again, the EU has to accept at least a million asylum seekers annually.

So this is why the story is not just about migration, but it's about how this European Union is working and how George Soros was able to capture the main positions inside many institutions of the European Union, buying out MPs and other leaders and in order to execute the plan.”

Source: @AdamMoczar",16728,5609,495
2025-01-07 09:01:59+00:00,Is this accurate? @CommunityNotes,24698,5439,2172
2025-01-07 08:31:20+00:00,"For six years, Trudeau’s government illegally hid documents showing that Canada contracted out immigration policy to George Soros’s foundation. cc. @elonmusk",4036,1355,212
2025-01-07 08:49:03+00:00,"RT @stillgray: The BBC, ladies and gentlemen. https://t.co/LE9FrzYGxV",0,1389,0
2025-01-07 06:34:52+00:00,"The BBC, ladies and gentlemen. https://t.co/LE9FrzYGxV",6766,1389,197
2025-01-06 17:49:24+00:00,"Oh like that time Starmer called @realDonaldTrump a racist and said the British government should do everything to stop him?

Or when Starmer sent British Labour Party members to campaign in the US against President Trump this year?

https://t.co/5R28WgZIj0",203000,43723,14469
2025-01-06 12:16:01+00:00,"BREAKING: Macron accuses Elon Musk of election interference.

""Who would have thought, if we had been told that the owner of one of the largest social networks in the world would support the new international reactionary movement and intervene directly in elections."" https://t.co/OcFLQ9du08",30200,5798,9610
2025-01-07 08:17:24+00:00,I’ve now watched this at least 20 times 🤣🤣,23869,3656,2348
2025-01-07 05:23:43+00:00,"😂🎯
 https://t.co/11So7XLTeW",119371,12238,4033
2025-01-07 08:42:48+00:00,It’s just so romantic 💘,3912,307,551
2025-01-07 08:15:44+00:00,https://t.co/dCH1YbpYLc,33148,6676,1650
2025-01-07 07:06:30+00:00,"Another masterpiece 
 https://t.co/K65PryiS3U",118265,16038,5314
2025-01-07 06:16:50+00:00,"Magneto, a mutant of great power, who hated humanity",55162,12224,4304
2025-01-07 05:30:27+00:00,"SOROS' POLITICAL INTERFERENCE IS FAR GREATER THAN YOU THINK

From Brexit to U.S. elections, George Soros has made a habit of throwing his billions into political causes that align with his agenda.

His Open Society Foundations bankroll everything from activist groups to media watchdogs, giving him a backdoor to influence policies worldwide.

In the U.S., Soros funds Media Matters for America, a progressive group targeting conservative media.

It doesn't stop there! Wikimedia, the company that owns Wikipedia, received at least three grants from Soros' Foundation—one of them for $330,000.

It also granted over $350,000 to the pro-DEI, anti-Brexit European Movement UK.

Soros calls it ""promoting democracy,"" but funding campaigns, media, and political organizations feels more like interference.

Through the Open Society Foundations, Soros has given 19,743 grants.

Is it time for Soros to stay out of politics? Will the media attack Soros the way they attack Elon?

We know they won’t.

Source: Open Society Foundations",9317,3383,677
2025-01-07 05:48:42+00:00,"RT @TheBabylonBee: Four years ago today, our country endured one of the most devastating attacks on democracy the world has ever seen.

January 6: The Most Deadliest Day uncovers the truth of that fateful day and delves into how we can ensure such darkness never happens again. https://t.co/xVEgo0jshY",0,1856,0
2025-01-06 23:26:32+00:00,"Four years ago today, our country endured one of the most devastating attacks on democracy the world has ever seen.

January 6: The Most Deadliest Day uncovers the truth of that fateful day and delves into how we can ensure such darkness never happens again. https://t.co/xVEgo0jshY",11363,1856,486
2025-01-07 05:38:06+00:00,"Perfectly articulated 
 https://t.co/0R00kkCC7z",192512,36471,5495
2025-01-07 05:29:11+00:00,"RT @GBNEWS: 'I don't know if I could still be alive if that happened to my daughter. I honestly don't know what I'd do.'

@MartinDaubney offers his reaction to a GB News exclusive interview with the father of a grooming gang survivor. https://t.co/iEC6rvZ1lc",0,2354,0
2025-01-06 16:16:24+00:00,"'I don't know if I could still be alive if that happened to my daughter. I honestly don't know what I'd do.'

@MartinDaubney offers his reaction to a GB News exclusive interview with the father of a grooming gang survivor. https://t.co/iEC6rvZ1lc",10601,2354,533
2025-01-07 05:18:17+00:00,Yes,12585,1897,2515
2025-01-07 05:15:43+00:00,"Population collapse is our greatest threat to humanity 

Elon Musk https://t.co/XHsHTfMCCU",851,195,322
2025-01-07 05:17:15+00:00,RT @SawyerMerritt: Nvidia CEO Jensen Huang tonight on robotaxis and self-driving: “I predict that this is going to be the first multi-trillion dollar robotics industry.” https://t.co/QVTnwhdMUY,0,1476,0
2025-01-07 05:12:21+00:00,Nvidia CEO Jensen Huang tonight on robotaxis and self-driving: “I predict that this is going to be the first multi-trillion dollar robotics industry.” https://t.co/QVTnwhdMUY,11414,1476,506
2025-01-07 05:11:57+00:00,"This is how great civilizations throughout history have ended.

People assume it was due to conquest, but it was actually often simply too much prosperity leading to low birth rate and population collapse, which ultimately enabled them to be conquered.",26021,4563,6569
2025-01-07 05:07:35+00:00,Fertility Rates in the United States and UK with projections to the year 2100. https://t.co/P3szeV892r,837,179,194
2025-01-07 05:07:04+00:00,Lmao https://t.co/F7AtSeQEY2,77527,6232,3884
2025-01-07 04:59:11+00:00,"RT @laralogan: I will never forget how bravely they stood up at the most critical moment, when it was the hardest. When it mattered the most because there were so few.",0,15433,0
2025-01-07 02:33:55+00:00,"I will never forget how bravely they stood up at the most critical moment, when it was the hardest. When it mattered the most because there were so few.",56622,15433,1041
2025-01-07 02:13:36+00:00,https://t.co/tGZbWZFNW4,3208,958,111
2025-01-07 04:57:16+00:00,Correct,8066,1050,669
2025-01-07 04:54:06+00:00,"OPINION: This seems like it's aimed at legacy automakers that have virtually zero real-world video self-driving data collection. They are years behind Tesla and have no real shot at catching up, so in theory this synthetic data approach solves their lack of real world data, right? Not exactly.

Real-world video driving data is far superior. Tesla has 7.1 million vehicles on the road worldwide, collectively driving upwards 75 billion miles annually. Each vehicle is equipped with multiple cameras, adding up to a total of more than 56 million cameras that Tesla is capable of actively capturing real-world video driving data from. Billions of miles are now driven on FSD every year, and growing.

Synthetic driving data is kinda like using ChatGPT, you might trust what you see is true, but you often can't be entirely certain without further validation. In contrast, real-world video driving data is reliable and represents true, legitimate scenarios as they occurred. It's the superior method for solving self-driving as long as you have enough video data collection.",2282,239,273
2025-01-07 04:56:22+00:00,That one gets me every time 🤣🤣,80643,5990,2741
2025-01-07 04:54:27+00:00,👀 https://t.co/4NyYnJwlhw,3974,508,223
2025-01-07 04:52:19+00:00,"They just gave a guy 7.5 years in prison for social media posts. 

That legal system is deeply broken.",50994,11499,2903
2025-01-06 04:56:03+00:00,"The British state handed down just a three year prison sentence against the ringleader of a 24 hour long gang rape attack against a 12 year old. 

The British state has handed out longer prison sentences for Facebook posts

This is sick. This is failed state shit https://t.co/DNhGplH722",15416,3971,876
2025-01-07 04:46:24+00:00,Wow,13794,2350,1181
2025-01-06 06:06:27+00:00,"I was in a space tonight where I heard 4 people who survived the J6 ordeal speak. I don’t think people understand what kind of physical and psychological torture was done to these people. 

People who committed misdemeanors, who were first time nonviolent offenders were ripped away from their families, their children and their loved ones. They were thrown into solitary confinement for months at a time. No phone calls. No letters. No lawyers. 

They were debanked, deplatformed. They were put on a terror watch list. Permanently. Every single time they fly they get flagged and made a spectacle out of  every airport. 

One of these people had their son on a terrorist watchlist, he was two years old at the time.

These are people who are guilty of parading or trespassing.

Listening to their stories is heartbreaking and also extremely infuriating. Because this didn’t happen in some third world hell hole. This happened in the United States of America. Where we now have a class of political prisoners.

This happened in the United States of America. And nobody could do anything to stop an out of control judicial system, and an even worse bureau of prisons. 

Republican members of Congress, have you heard these people’s stories? Have you heard what they’ve had to endure? What their families had to endure? What they are still going through over a freaking misdemeanor? 

I really urge people to listen to their stories because after you listen to them, you will never see our government in the same light. 

Pardons are great. Very necessary.

But these people have been to hell and back and there better be a whole lot of accountability. 

Otherwise, it’s only a matter of time before you or I are next.

Because you see that’s how tyranny works. That’s how abuse of power works.",39527,14356,2439
2025-01-07 04:43:40+00:00,As I was saying …,30439,2486,1951
2024-12-11 18:51:43+00:00,"@GadSaad He’s such an insufferable tool. 

Won’t be in power for much longer.",32108,3890,2061
2025-01-07 04:41:11+00:00,RT @laralogan: Senate Judiciary Democrats are a bunch of liars. They say died “because” of Jan 6 because they cannot say “on” January 6th. There is not a single shred of evidence ever shares that links their deaths to Jan 6. They lied about Officer Brian Sicknick with no regard for his family and no respect. Shameless political posturing. Their dishonesty is matched only by their complete lack of integrity & compassion.,0,1469,0
2025-01-07 02:11:29+00:00,Senate Judiciary Democrats are a bunch of liars. They say died “because” of Jan 6 because they cannot say “on” January 6th. There is not a single shred of evidence ever shares that links their deaths to Jan 6. They lied about Officer Brian Sicknick with no regard for his family and no respect. Shameless political posturing. Their dishonesty is matched only by their complete lack of integrity & compassion.,6292,1469,267
2025-01-06 18:25:32+00:00,"Officer Brian Sicknick.
Officer Howard Liebengood.
Officer Jeffrey Smith.
Officer Gunther Hashida.
Officer Kyle DeFreytag.

Five officers lost their lives because of January 6, 2021. Approximately 140 officers were injured.

We’re forever indebted. https://t.co/kjDX4MVTB9",17181,6819,11632
2025-01-06 17:49:24+00:00,"Oh like that time Starmer called @realDonaldTrump a racist and said the British government should do everything to stop him?

Or when Starmer sent British Labour Party members to campaign in the US against President Trump this year?

https://t.co/5R28WgZIj0",203003,43723,14471
2025-01-06 12:16:01+00:00,"BREAKING: Macron accuses Elon Musk of election interference.

""Who would have thought, if we had been told that the owner of one of the largest social networks in the world would support the new international reactionary movement and intervene directly in elections."" https://t.co/OcFLQ9du08",30201,5798,9610
2025-01-07 04:39:20+00:00,Hmm,12317,3154,984
2025-01-07 02:58:31+00:00,"The Brennan Center:

- funded by George Soros
- pays the company of Juan Marchan’s daughter 
- had a hand in trying to throw Trump off the CO ballot 

Just saying. Seems suspect.",5010,1397,164
2025-01-07 04:38:32+00:00,"RT @SawyerMerritt: With Nvidia's announcement tonight, thought it was worth bringing up this comment from @elonmusk on synthetic data vs real world video data collection for solving self-driving:",0,433,0
2025-01-07 04:32:20+00:00,"With Nvidia's announcement tonight, thought it was worth bringing up this comment from @elonmusk on synthetic data vs real world video data collection for solving self-driving:",3055,433,117
2024-04-14 20:31:46+00:00,"@DrJimFan Two sources of data scale infinitely: synthetic data, which has an “is it true?” problem and real-world video, which does not.",3016,251,136
2025-01-07 04:37:22+00:00,Yup,11917,1866,701
2025-01-07 03:04:51+00:00,"The U.K. threatens Americans and U.S. companies with their stupid “hate speech” laws but when people start talking about their politicians covering up rape gangs, suddenly they don’t think other countries should get involved in theirs..",4985,888,232
2025-01-07 04:30:58+00:00,RT @astro_Pettit: Flying over aurora; intensely green. https://t.co/leUufKFnBB,0,4218,0
2025-01-06 06:31:54+00:00,Flying over aurora; intensely green. https://t.co/leUufKFnBB,24674,4218,555
2025-01-07 04:28:27+00:00,Population collapse,55495,4613,3964
2025-01-07 03:04:06+00:00,It’s over. https://t.co/dMxSKzMuCv,3887,621,457
2025-01-07 04:26:12+00:00,"RT @GBNEWS: ‘I reject the notion of an enquiry. I want a dedicated unit of the police force arresting everyone who turned a blind eye to this!’

@BenHabib6 on the strength of his feeling over those who allowed perpetrators of child sexual exploitation to get away with it. https://t.co/Ta4RFVkpKD",0,2205,0
2025-01-06 19:03:37+00:00,"‘I reject the notion of an enquiry. I want a dedicated unit of the police force arresting everyone who turned a blind eye to this!’

@BenHabib6 on the strength of his feeling over those who allowed perpetrators of child sexual exploitation to get away with it. https://t.co/Ta4RFVkpKD",11173,2205,678
2025-01-07 04:25:39+00:00,RT @AMAZlNGNATURE: This video will 100% improve your week! https://t.co/VsXpKx5Ku3,0,11251,0
2025-01-06 19:56:28+00:00,This video will 100% improve your week! https://t.co/VsXpKx5Ku3,82962,11251,1903
2025-01-07 04:21:53+00:00,True,126445,29936,4036
2025-01-07 04:17:41+00:00,"Billionaires George Soros &amp; Bill Gates interfered with European politics for decades, spending huge sums to influence elections.

They were promoting open borders &amp; transfer of power from national governments to supranational organizations.

Merkel &amp; Macron had no issues with it. https://t.co/5Ro4fo7UYQ",27431,8740,990
2025-01-07 03:49:53+00:00,RT @Rothmus: 🎯🎯 https://t.co/T7lb8Syf5G,0,1963,0
2025-01-07 03:35:14+00:00,🎯🎯 https://t.co/T7lb8Syf5G,16157,1963,368
2025-01-07 03:48:10+00:00,RT @AutismCapital: It’s okay to say the gangs are bad. https://t.co/UjG1NosHNh,0,3443,0
2025-01-07 03:22:49+00:00,It’s okay to say the gangs are bad. https://t.co/UjG1NosHNh,28899,3443,555
2025-01-07 03:45:54+00:00,"🇬🇧 Thank you, Britain! 🇬🇧",117279,14645,5025
2025-01-04 10:16:33+00:00,"It looks like Good Morning Britain's @GMB poll blew up in their face. 

Nearly two-thirds of Brits welcome @elonmusk's involvement in UK politics. https://t.co/P98dPgl62R",30156,6034,1438
2025-01-07 03:40:45+00:00,"RT @gardirms: The British government and authorities have turned a blind eye to the systemic rape and abuse of little girls for decades. Yet, whenever the topic of Pakistani grooming gangs across the country is brought up, they scream about the far right and racism.

How dare people notice that South Asian grooming gangs are disproportionately responsible for the rape, torture, and murder of little girls up and down our nation, whilst those in power refuse to do anything because they're scared of being called racist. 

Heads should be piked. The cowardice of our government and authorities is sickening.",0,1795,0
2025-01-07 02:30:38+00:00,"The British government and authorities have turned a blind eye to the systemic rape and abuse of little girls for decades. Yet, whenever the topic of Pakistani grooming gangs across the country is brought up, they scream about the far right and racism.

How dare people notice that South Asian grooming gangs are disproportionately responsible for the rape, torture, and murder of little girls up and down our nation, whilst those in power refuse to do anything because they're scared of being called racist. 

Heads should be piked. The cowardice of our government and authorities is sickening.",9139,1795,494
2025-01-07 03:35:13+00:00,"RT @thatsKAIZEN: If children were being mass raped in America and American politicians hid it, I’d welcome “election interference” from any foreigner who revealed it. 

Putin, Xi Jinping, anyone.

Raping children is objectively evil and if British politicians won’t address it, we will.",0,3278,0
2025-01-07 03:34:00+00:00,"If children were being mass raped in America and American politicians hid it, I’d welcome “election interference” from any foreigner who revealed it. 

Putin, Xi Jinping, anyone.

Raping children is objectively evil and if British politicians won’t address it, we will.",20638,3278,1357
2025-01-07 03:27:25+00:00,Yes,24236,4030,2395
2025-01-07 03:24:47+00:00,"""SpaceX has roughly 6000 satellites and not once have we had to maneuver around a UFO.

Civilization is rare. We should do everything possible to save it.""

 https://t.co/8kuCz7AYiT",4499,771,538
2025-01-07 03:25:14+00:00,"RT @benshapiro: Just so I'm clear on the rules, foreign-born American billionaires who interfere in international politics receive the Medal of Freedom if they are on the far Left, but are treated by the media as perverse meddlers if they are on the right.",0,9357,0
2025-01-07 03:12:59+00:00,"Just so I'm clear on the rules, foreign-born American billionaires who interfere in international politics receive the Medal of Freedom if they are on the far Left, but are treated by the media as perverse meddlers if they are on the right.",64027,9357,2137
2025-01-07 03:24:51+00:00,George Soros pays them off (actually),61024,15849,1769
2025-01-07 01:43:09+00:00,"Let me get this straight: when Elon Musk highlights issues and shares opinions on British policies, it’s called “meddling and interference” in UK politics. But when George Soros funds UK political organizations, it’s called “saving the UK and educating the British public.”

I got it.",10320,3221,275
2025-01-07 03:20:06+00:00,https://t.co/anSGUuUVHC,17331,2576,1099
2025-01-07 03:07:11+00:00,"True, it hasn’t quite sunk in yet, but it will",24232,3514,1401
2025-01-07 01:38:35+00:00,"I don’t think normies are getting this yet

In the UK, the birthplace of the Magna Carta, English Common Law, and the cradle nation of the USA…

If you’re a white English-born citizen, you’ll be sent to jail for posting unapproved opinions on social media

But if you’re Pakistani and rape young girls, the authorities will help cover it up",39784,7534,1102
2025-01-07 03:04:42+00:00,Indeed,65271,5752,1877
2025-01-07 01:23:47+00:00,An ever-shrinking echo chamber. https://t.co/icPxHUtltr,3920,352,222
2025-01-07 03:01:19+00:00,Good question,22773,3605,1092
2025-01-07 00:36:37+00:00,"Leftists had NO problem with George Soros, Bill Gates and other liberal billionaires donating to European political parties and movements over the years, but suddenly call it ""interference"" when Elon Musk raises awareness about Muslim Grooming Gangs in Britain.

Why is that?",6789,1303,316
2025-01-06 17:49:24+00:00,"Oh like that time Starmer called @realDonaldTrump a racist and said the British government should do everything to stop him?

Or when Starmer sent British Labour Party members to campaign in the US against President Trump this year?

https://t.co/5R28WgZIj0",203006,43723,14471
2025-01-06 12:16:01+00:00,"BREAKING: Macron accuses Elon Musk of election interference.

""Who would have thought, if we had been told that the owner of one of the largest social networks in the world would support the new international reactionary movement and intervene directly in elections."" https://t.co/OcFLQ9du08",30201,5798,9610
2025-01-07 03:00:53+00:00,"RT @benhabib6: President Trump could save Western civilisation by requiring the following conditions for continued membership of NATO:

1. Rigorous physical enforcement of national borders. 

2. Withdrawal from the ECHR. 

3. Mass deportation of all illegal migrants. 

4. Mass deportation of all foreign criminals. 

5. Prohibition of positive discrimination based on ethnicity. 

6. Prohibition of any other military alliances, including the end of the European Defence Union. 

7. A minimum military spend of 3.5% of GDP. 

8. The head of NATO being American. 

Plus any other fundamental requirements I might have missed. 

@realDonaldTrump @elonmusk",0,2521,0
2025-01-07 02:45:27+00:00,"President Trump could save Western civilisation by requiring the following conditions for continued membership of NATO:

1. Rigorous physical enforcement of national borders. 

2. Withdrawal from the ECHR. 

3. Mass deportation of all illegal migrants. 

4. Mass deportation of all foreign criminals. 

5. Prohibition of positive discrimination based on ethnicity. 

6. Prohibition of any other military alliances, including the end of the European Defence Union. 

7. A minimum military spend of 3.5% of GDP. 

8. The head of NATO being American. 

Plus any other fundamental requirements I might have missed. 

@realDonaldTrump @elonmusk",13159,2521,1045
2025-01-07 02:32:42+00:00,"RT @bariweiss: ""What’s happening in Canadian politics is not happening in a vacuum. It is a symptom of a much broader phenomenon. Call it the great crack-up of the old consensus.

The old consensus held that immigration was an absolute good, with multiculturalism the end goal. Arguments contrary to progressive social attitudes was “disinformation” that must be combated by robust online censorship. People would quickly adjust to massive changes in social attitudes around sex and gender because objections would be seen as bigoted. And anyone who said anything that questioned the consensus would become a pariah.

This consensus is being rejected across the West. Donald Trump won the presidency by building a multiracial, working-class coalition that had little affection for the progressive activists who supposedly spoke for them. In Italy, Giorgia Meloni—who launched her political career on the far-right—now leads perhaps the most stable country in Western Europe. In Britain, Labour’s Keir Starmer was able to wrest control of Downing Street after 14 years of Conservative rule, largely because Conservatives had not delivered on immigration restrictions. Nigel Farage’s anti-immigration Reform UK party is now ascendant there, in large part because of his muscular stance against Islamism and immigration.

Austria just elected its most right-wing government since the end of World War II. And Germany, once the heart of the old consensus under Chancellor Angela Merkel, is still dealing with the fallout with her 2015 decision to accept roughly a million asylum-seekers from the Middle East. The hard-right AfD is now poised to become the second largest party in Germany’s parliament in next month’s election.

There are certain things that simply can’t be wished away. Things like Islamic fundamentalism, the societal downsides of mass immigration, rising crime, and stagnant economics. Trudeau—who, in a fit of desperation late last year, tried to reverse his immigration policies—learned these lessons too late. He is the latest casualty of the great crack-up. But he will not be the last.""",0,2841,0
2025-01-07 02:26:13+00:00,"""What’s happening in Canadian politics is not happening in a vacuum. It is a symptom of a much broader phenomenon. Call it the great crack-up of the old consensus.

The old consensus held that immigration was an absolute good, with multiculturalism the end goal. Arguments contrary to progressive social attitudes was “disinformation” that must be combated by robust online censorship. People would quickly adjust to massive changes in social attitudes around sex and gender because objections would be seen as bigoted. And anyone who said anything that questioned the consensus would become a pariah.

This consensus is being rejected across the West. Donald Trump won the presidency by building a multiracial, working-class coalition that had little affection for the progressive activists who supposedly spoke for them. In Italy, Giorgia Meloni—who launched her political career on the far-right—now leads perhaps the most stable country in Western Europe. In Britain, Labour’s Keir Starmer was able to wrest control of Downing Street after 14 years of Conservative rule, largely because Conservatives had not delivered on immigration restrictions. Nigel Farage’s anti-immigration Reform UK party is now ascendant there, in large part because of his muscular stance against Islamism and immigration.

Austria just elected its most right-wing government since the end of World War II. And Germany, once the heart of the old consensus under Chancellor Angela Merkel, is still dealing with the fallout with her 2015 decision to accept roughly a million asylum-seekers from the Middle East. The hard-right AfD is now poised to become the second largest party in Germany’s parliament in next month’s election.

There are certain things that simply can’t be wished away. Things like Islamic fundamentalism, the societal downsides of mass immigration, rising crime, and stagnant economics. Trudeau—who, in a fit of desperation late last year, tried to reverse his immigration policies—learned these lessons too late. He is the latest casualty of the great crack-up. But he will not be the last.""",15744,2841,805
2025-01-07 02:29:09+00:00,Good,40248,4604,1493
